"cal_age","c14_age","c14_error"
1986,2019,13
1987,2022,13
1988,2025,14
1989,2029,14
1990,2032,14
1991,2036,14
1992,2039,14
1993,2043,14
1994,2047,14
1995,2051,14
1996,2054,14
1997,2058,14
1998,2062,14
1999,2066,14
2000,2070,14
2001,2074,14
2002,2078,14
2003,2082,14
2004,2085,13
2005,2089,13
2006,2092,14
2007,2095,14
2008,2098,14
2009,2100,14
2010,2101,14
2011,2101,14
2012,2101,14
2013,2101,14
2014,2100,14
2015,2099,14
2016,2098,14
2017,2096,14
2018,2095,14
2019,2093,14
2020,2091,14
2021,2090,14
2022,2088,14
2023,2086,14
2024,2085,14
2025,2083,14
2026,2082,14
2027,2081,14
2028,2079,14
2029,2078,14
2030,2077,14
2031,2076,14
2032,2075,14
2033,2075,14
2034,2074,14
2035,2074,14
2036,2075,14
2037,2075,14
2038,2077,14
2039,2078,14
2040,2080,14
2041,2082,14
2042,2084,14
2043,2086,14
2044,2088,14
2045,2090,14
2046,2092,14
2047,2094,14
2048,2095,14
2049,2097,14
2050,2098,14
2051,2099,14
2052,2100,14
2053,2102,14
2054,2103,14
2055,2104,14
2056,2105,14
2057,2106,14
2058,2107,14
2059,2107,14
2060,2108,14
2061,2108,14
2062,2109,14
2063,2109,14
2064,2109,14
2065,2110,14
2066,2110,14
2067,2111,14
2068,2111,14
2069,2112,14
2070,2112,14
2071,2113,14
2072,2114,14
2073,2114,14
2074,2115,14
2075,2115,14
2076,2115,14
2077,2114,14
2078,2114,14
2079,2113,14
2080,2112,14
2081,2111,14
2082,2110,14
2083,2109,14
2084,2109,14
2085,2108,14
2086,2107,14
2087,2107,15
2088,2106,15
2089,2105,15
2090,2105,15
2091,2104,15
2092,2104,15
2093,2103,15
2094,2104,15
2095,2105,15
2096,2106,15
2097,2107,15
2098,2109,15
2099,2111,15
2100,2113,15
2101,2115,15
2102,2116,16
2103,2117,16
2104,2118,16
2105,2119,15
2106,2119,15
2107,2120,15
2108,2120,15
2109,2120,15
2110,2121,15
2111,2122,15
2112,2123,15
2113,2124,14
2114,2125,14
2115,2127,14
2116,2129,14
2117,2131,14
2118,2133,15
2119,2136,15
2120,2139,15
2121,2142,15
2122,2145,15
2123,2149,15
2124,2152,15
2125,2155,15
2126,2158,15
2127,2160,15
2128,2162,16
2129,2163,16
2130,2163,15
2131,2162,15
2132,2162,15
2133,2160,15
2134,2159,15
2135,2157,15
2136,2156,15
2137,2154,15
2138,2153,15
2139,2153,15
2140,2152,15
2141,2152,15
2142,2153,15
2143,2154,15
2144,2156,15
2145,2159,15
2146,2162,15
2147,2165,15
2148,2169,15
2149,2174,15
2150,2179,15
2151,2183,15
2152,2188,15
2153,2193,15
2154,2198,15
2155,2202,14
2156,2206,14
2157,2210,14
2158,2213,14
2159,2216,15
2160,2218,15
2161,2219,15
2162,2220,14
2163,2220,14
2164,2219,14
2165,2218,14
2166,2217,14
2167,2216,14
2168,2214,15
2169,2213,15
2170,2211,15
2171,2211,15
2172,2210,15
2173,2210,15
2174,2210,15
2175,2211,15
2176,2212,15
2177,2214,15
2178,2217,15
2179,2221,15
2180,2225,15
2181,2230,14
2182,2234,14
2183,2238,14
2184,2242,15
2185,2245,15
2186,2246,15
2187,2247,15
2188,2247,15
2189,2245,15
2190,2244,14
2191,2241,14
2192,2239,14
2193,2236,15
2194,2234,15
2195,2231,15
2196,2230,16
2197,2229,16
2198,2228,16
2199,2227,17
2200,2227,17
2201,2227,17
2202,2228,17
2203,2228,16
2204,2229,16
2205,2230,16
2206,2232,16
2207,2233,16
2208,2234,15
2209,2236,15
2210,2237,15
2211,2239,15
2212,2240,15
2213,2241,16
2214,2242,16
2215,2243,16
2216,2244,16
2217,2244,16
2218,2244,17
2219,2244,17
2220,2244,16
2221,2243,16
2222,2242,16
2223,2240,16
2224,2239,16
2225,2237,15
2226,2235,15
2227,2233,15
2228,2231,15
2229,2228,15
2230,2226,15
2231,2224,15
2232,2222,15
2233,2220,15
2234,2218,15
2235,2216,15
2236,2214,15
2237,2213,15
2238,2212,15
2239,2211,15
2240,2210,15
2241,2209,15
2242,2209,15
2243,2209,15
2244,2209,14
2245,2208,14
2246,2208,14
2247,2208,14
2248,2209,14
2249,2209,14
2250,2209,14
2251,2209,14
2252,2208,14
2253,2208,14
2254,2208,15
2255,2207,15
2256,2207,15
2257,2206,16
2258,2205,16
2259,2204,16
2260,2202,16
2261,2201,16
2262,2199,16
2263,2197,16
2264,2194,15
2265,2192,15
2266,2189,15
2267,2187,15
2268,2184,15
2269,2182,14
2270,2180,14
2271,2177,14
2272,2175,14
2273,2172,14
2274,2170,14
2275,2168,14
2276,2167,15
2277,2165,15
2278,2164,15
2279,2163,15
2280,2162,16
2281,2162,16
2282,2162,16
2283,2162,16
2284,2163,16
2285,2164,16
2286,2165,16
2287,2167,16
2288,2169,16
2289,2172,16
2290,2175,15
2291,2178,15
2292,2181,15
2293,2184,14
2294,2188,14
2295,2192,14
2296,2196,14
2297,2199,13
2298,2203,13
2299,2207,13
2300,2211,13
2301,2215,13
2302,2219,13
2303,2223,13
2304,2226,13
2305,2230,13
2306,2233,13
2307,2236,13
2308,2239,13
2309,2241,13
2310,2244,13
2311,2245,13
2312,2247,13
2313,2249,13
2314,2250,13
2315,2251,13
2316,2252,13
2317,2253,13
2318,2254,12
2319,2255,12
2320,2256,12
2321,2257,12
2322,2258,12
2323,2259,12
2324,2259,12
2325,2261,13
2326,2262,13
2327,2263,13
2328,2264,13
2329,2266,13
2330,2268,13
2331,2270,13
2332,2272,14
2333,2275,14
2334,2278,14
2335,2281,14
2336,2285,13
2337,2289,13
2338,2293,13
2339,2297,13
2340,2301,13
2341,2306,13
2342,2311,13
2343,2316,13
2344,2321,12
2345,2326,12
2346,2331,12
2347,2336,12
2348,2341,12
2349,2346,13
2350,2352,13
2351,2357,13
2352,2362,13
2353,2366,13
2354,2371,13
2355,2376,13
2356,2380,14
2357,2385,14
2358,2389,14
2359,2392,14
2360,2396,14
2361,2399,13
2362,2402,13
2363,2405,13
2364,2407,13
2365,2410,13
2366,2412,13
2367,2414,13
2368,2416,13
2369,2417,13
2370,2419,13
2371,2420,13
2372,2421,13
2373,2422,13
2374,2422,13
2375,2423,13
2376,2423,13
2377,2423,13
2378,2423,14
2379,2423,14
2380,2423,14
2381,2422,14
2382,2422,13
2383,2421,13
2384,2420,13
2385,2419,13
2386,2418,13
2387,2417,13
2388,2416,13
2389,2415,13
2390,2414,13
2391,2413,13
2392,2412,13
2393,2411,14
2394,2410,14
2395,2409,14
2396,2409,14
2397,2408,14
2398,2408,14
2399,2408,14
2400,2409,14
2401,2409,13
2402,2410,13
2403,2410,13
2404,2411,13
2405,2412,13
2406,2413,13
2407,2414,14
2408,2415,14
2409,2416,14
2410,2417,14
2411,2418,14
2412,2419,14
2413,2419,14
2414,2419,14
2415,2420,13
2416,2420,13
2417,2420,13
2418,2420,13
2419,2420,13
2420,2420,13
2421,2421,14
2422,2421,14
2423,2421,14
2424,2421,14
2425,2422,14
2426,2423,14
2427,2423,14
2428,2424,13
2429,2425,13
2430,2425,13
2431,2426,13
2432,2427,13
2433,2428,14
2434,2428,14
2435,2429,14
2436,2429,14
2437,2430,14
2438,2430,14
2439,2431,13
2440,2431,13
2441,2431,13
2442,2431,13
2443,2431,13
2444,2431,13
2445,2431,13
2446,2430,14
2447,2430,14
2448,2430,14
2449,2429,14
2450,2428,14
2451,2427,14
2452,2427,14
2453,2426,13
2454,2425,13
2455,2425,13
2456,2425,13
2457,2424,13
2458,2424,14
2459,2425,14
2460,2425,14
2461,2426,14
2462,2427,14
2463,2429,14
2464,2431,14
2465,2432,13
2466,2434,13
2467,2436,13
2468,2438,13
2469,2440,13
2470,2441,13
2471,2442,13
2472,2443,14
2473,2443,14
2474,2443,14
2475,2442,13
2476,2441,13
2477,2439,13
2478,2437,13
2479,2436,13
2480,2434,13
2481,2433,13
2482,2432,13
2483,2431,13
2484,2431,14
2485,2432,14
2486,2433,14
2487,2435,14
2488,2438,14
2489,2442,13
2490,2446,13
2491,2450,13
2492,2455,13
2493,2459,13
2494,2464,13
2495,2468,13
2496,2472,14
2497,2476,14
2498,2479,14
2499,2481,14
2500,2482,14
2501,2483,13
2502,2483,13
2503,2483,13
2504,2483,13
2505,2483,13
2506,2482,13
2507,2481,13
2508,2481,14
2509,2480,14
2510,2480,14
2511,2481,14
2512,2481,14
2513,2482,14
2514,2483,13
2515,2485,13
2516,2486,13
2517,2488,13
2518,2489,13
2519,2491,13
2520,2492,14
2521,2493,14
2522,2494,14
2523,2495,14
2524,2494,14
2525,2494,14
2526,2494,14
2527,2493,14
2528,2492,13
2529,2491,13
2530,2490,13
2531,2489,13
2532,2489,13
2533,2488,13
2534,2488,14
2535,2489,14
2536,2489,14
2537,2491,13
2538,2492,13
2539,2494,13
2540,2496,13
2541,2498,13
2542,2501,13
2543,2503,13
2544,2505,14
2545,2507,14
2546,2509,14
2547,2511,14
2548,2512,14
2549,2512,14
2550,2512,14
2551,2512,13
2552,2511,13
2553,2510,13
2554,2509,13
2555,2508,13
2556,2506,13
2557,2504,13
2558,2502,13
2559,2500,13
2560,2498,13
2561,2497,13
2562,2495,14
2563,2494,14
2564,2493,14
2565,2492,13
2566,2492,13
2567,2492,13
2568,2493,13
2569,2494,13
2570,2495,13
2571,2496,13
2572,2498,13
2573,2499,12
2574,2501,12
2575,2502,12
2576,2503,12
2577,2503,12
2578,2502,12
2579,2501,12
2580,2500,12
2581,2499,12
2582,2497,12
2583,2495,11
2584,2493,12
2585,2492,12
2586,2491,12
2587,2490,12
2588,2489,12
2589,2489,12
2590,2488,12
2591,2487,12
2592,2485,12
2593,2483,11
2594,2480,11
2595,2477,11
2596,2474,11
2597,2471,11
2598,2468,11
2599,2465,12
2600,2462,12
2601,2458,12
2602,2454,11
2603,2451,11
2604,2447,11
2605,2444,11
2606,2442,11
2607,2441,11
2608,2442,11
2609,2445,11
2610,2451,11
2611,2458,11
2612,2467,11
2613,2475,11
2614,2483,11
2615,2490,11
2616,2495,11
2617,2500,11
2618,2503,11
2619,2506,11
2620,2510,11
2621,2513,11
2622,2515,11
2623,2517,11
2624,2518,11
2625,2517,11
2626,2516,11
2627,2514,11
2628,2511,12
2629,2507,12
2630,2503,12
2631,2500,12
2632,2496,11
2633,2494,11
2634,2491,11
2635,2489,11
2636,2487,11
2637,2485,12
2638,2483,12
2639,2480,11
2640,2477,11
2641,2475,11
2642,2472,11
2643,2469,11
2644,2467,11
2645,2465,11
2646,2464,11
2647,2462,11
2648,2462,11
2649,2461,11
2650,2462,11
2651,2462,11
2652,2463,11
2653,2464,11
2654,2463,11
2655,2462,11
2656,2460,11
2657,2457,11
2658,2453,11
2659,2449,11
2660,2446,11
2661,2444,11
2662,2443,11
2663,2443,11
2664,2445,11
2665,2447,11
2666,2450,11
2667,2454,11
2668,2456,11
2669,2458,11
2670,2459,11
2671,2460,11
2672,2461,11
2673,2462,11
2674,2462,11
2675,2463,11
2676,2462,11
2677,2462,11
2678,2462,11
2679,2462,11
2680,2463,11
2681,2464,11
2682,2465,11
2683,2466,11
2684,2467,11
2685,2468,11
2686,2470,11
2687,2471,11
2688,2472,11
2689,2473,11
2690,2474,11
2691,2475,11
2692,2476,11
2693,2477,11
2694,2478,11
2695,2480,11
2696,2483,11
2697,2486,11
2698,2489,11
2699,2493,11
2700,2496,11
2701,2498,11
2702,2501,11
2703,2503,11
2704,2505,11
2705,2508,11
2706,2510,11
2707,2512,11
2708,2514,12
2709,2516,12
2710,2517,12
2711,2518,12
2712,2518,12
2713,2518,12
2714,2519,12
2715,2520,12
2716,2522,12
2717,2524,12
2718,2526,12
2719,2530,12
2720,2534,12
2721,2538,12
2722,2542,12
2723,2547,12
2724,2552,12
2725,2557,11
2726,2561,11
2727,2565,11
2728,2569,11
2729,2572,11
2730,2573,11
2731,2573,11
2732,2572,11
2733,2572,11
2734,2571,11
2735,2572,11
2736,2574,11
2737,2577,11
2738,2580,11
2739,2584,11
2740,2588,11
2741,2592,11
2742,2597,11
2743,2601,11
2744,2605,11
2745,2608,11
2746,2611,11
2747,2614,11
2748,2616,11
2749,2618,11
2750,2621,11
2751,2624,12
2752,2629,11
2753,2633,11
2754,2639,11
2755,2645,11
2756,2651,11
2757,2657,11
2758,2663,11
2759,2668,11
2760,2672,11
2761,2675,11
2762,2678,11
2763,2679,11
2764,2681,11
2765,2683,11
2766,2684,11
2767,2686,11
2768,2688,11
2769,2690,11
2770,2692,11
2771,2693,11
2772,2694,11
2773,2695,11
2774,2696,11
2775,2697,11
2776,2698,11
2777,2699,11
2778,2702,11
2779,2706,11
2780,2710,11
2781,2714,11
2782,2717,11
2783,2721,11
2784,2723,11
2785,2726,12
2786,2728,12
2787,2730,12
2788,2731,12
2789,2733,12
2790,2734,12
2791,2735,12
2792,2735,12
2793,2736,12
2794,2736,12
2795,2737,12
2796,2738,12
2797,2738,12
2798,2739,12
2799,2739,12
2800,2739,12
2801,2739,12
2802,2739,12
2803,2739,13
2804,2739,13
2805,2740,14
2806,2740,14
2807,2740,15
2808,2739,16
2809,2739,17
2810,2739,18
2811,2739,18
2812,2739,18
2813,2738,18
2814,2738,18
2815,2737,18
2816,2737,17
2817,2736,17
2818,2735,17
2819,2734,17
2820,2733,18
2821,2732,18
2822,2731,19
2823,2730,19
2824,2729,19
2825,2727,19
2826,2726,19
2827,2724,19
2828,2723,19
2829,2721,18
2830,2720,18
2831,2718,18
2832,2717,18
2833,2716,18
2834,2716,18
2835,2715,18
2836,2715,18
2837,2716,18
2838,2716,18
2839,2717,19
2840,2719,18
2841,2721,18
2842,2723,18
2843,2726,18
2844,2729,17
2845,2732,17
2846,2735,17
2847,2738,17
2848,2742,17
2849,2745,17
2850,2749,17
2851,2752,18
2852,2755,18
2853,2758,18
2854,2761,18
2855,2763,18
2856,2765,18
2857,2767,18
2858,2769,18
2859,2770,17
2860,2771,17
2861,2773,17
2862,2774,17
2863,2775,17
2864,2775,17
2865,2776,17
2866,2777,18
2867,2778,18
2868,2779,18
2869,2781,19
2870,2782,19
2871,2784,19
2872,2786,19
2873,2788,19
2874,2790,19
2875,2792,19
2876,2795,18
2877,2797,18
2878,2800,17
2879,2802,17
2880,2805,17
2881,2807,16
2882,2809,16
2883,2812,16
2884,2814,16
2885,2816,17
2886,2818,17
2887,2819,17
2888,2820,17
2889,2821,18
2890,2822,18
2891,2822,17
2892,2822,17
2893,2822,17
2894,2822,17
2895,2821,16
2896,2820,16
2897,2819,16
2898,2817,16
2899,2816,16
2900,2815,16
2901,2813,16
2902,2812,16
2903,2810,17
2904,2809,17
2905,2807,18
2906,2806,18
2907,2805,18
2908,2804,18
2909,2804,18
2910,2803,18
2911,2803,17
2912,2803,17
2913,2803,17
2914,2803,16
2915,2803,16
2916,2804,16
2917,2805,16
2918,2805,16
2919,2806,16
2920,2807,17
2921,2808,17
2922,2809,17
2923,2810,17
2924,2812,17
2925,2813,17
2926,2814,17
2927,2816,16
2928,2817,16
2929,2818,16
2930,2819,16
2931,2821,16
2932,2822,16
2933,2823,16
2934,2824,17
2935,2825,17
2936,2825,18
2937,2826,18
2938,2826,18
2939,2827,18
2940,2827,18
2941,2827,18
2942,2827,17
2943,2827,17
2944,2827,17
2945,2827,16
2946,2827,16
2947,2827,16
2948,2828,16
2949,2828,17
2950,2829,17
2951,2830,17
2952,2831,17
2953,2833,17
2954,2835,17
2955,2837,17
2956,2840,17
2957,2843,16
2958,2846,16
2959,2849,16
2960,2852,15
2961,2856,15
2962,2859,15
2963,2862,15
2964,2865,16
2965,2868,16
2966,2871,16
2967,2873,17
2968,2875,17
2969,2877,18
2970,2878,18
2971,2879,18
2972,2880,18
2973,2880,18
2974,2880,18
2975,2879,17
2976,2878,17
2977,2877,17
2978,2876,17
2979,2874,16
2980,2873,16
2981,2872,16
2982,2870,16
2983,2869,17
2984,2868,17
2985,2867,17
2986,2866,18
2987,2865,18
2988,2865,18
2989,2865,18
2990,2866,18
2991,2867,18
2992,2868,18
2993,2870,17
2994,2872,17
2995,2875,17
2996,2877,16
2997,2880,16
2998,2883,16
2999,2886,16
3000,2889,16
3001,2892,16
3002,2895,17
3003,2897,17
3004,2900,18
3005,2902,18
3006,2903,18
3007,2904,18
3008,2905,18
3009,2906,18
3010,2906,18
3011,2906,17
3012,2905,17
3013,2904,17
3014,2904,17
3015,2903,17
3016,2902,17
3017,2901,17
3018,2900,17
3019,2899,17
3020,2898,18
3021,2897,18
3022,2897,18
3023,2897,18
3024,2897,18
3025,2897,18
3026,2898,18
3027,2899,17
3028,2899,17
3029,2900,17
3030,2901,17
3031,2902,17
3032,2903,17
3033,2903,18
3034,2904,18
3035,2904,18
3036,2905,18
3037,2905,18
3038,2905,18
3039,2905,18
3040,2904,17
3041,2903,17
3042,2903,17
3043,2902,16
3044,2901,16
3045,2900,16
3046,2900,17
3047,2899,17
3048,2898,17
3049,2898,18
3050,2897,18
3051,2897,18
3052,2897,18
3053,2898,17
3054,2898,17
3055,2899,16
3056,2900,16
3057,2901,16
3058,2903,15
3059,2904,15
3060,2906,15
3061,2907,15
3062,2909,15
3063,2910,15
3064,2912,15
3065,2913,15
3066,2915,15
3067,2917,15
3068,2919,15
3069,2921,15
3070,2923,15
3071,2926,16
3072,2929,16
3073,2932,15
3074,2935,15
3075,2939,15
3076,2942,15
3077,2946,15
3078,2949,15
3079,2952,15
3080,2955,15
3081,2958,15
3082,2960,15
3083,2962,15
3084,2963,15
3085,2964,14
3086,2964,14
3087,2964,15
3088,2963,15
3089,2961,15
3090,2959,15
3091,2956,15
3092,2953,15
3093,2950,14
3094,2946,14
3095,2943,14
3096,2939,15
3097,2937,15
3098,2935,15
3099,2934,15
3100,2934,15
3101,2934,14
3102,2935,14
3103,2937,15
3104,2938,15
3105,2940,15
3106,2943,16
3107,2945,16
3108,2947,16
3109,2949,16
3110,2951,16
3111,2953,16
3112,2955,17
3113,2957,17
3114,2958,18
3115,2959,18
3116,2959,19
3117,2959,19
3118,2958,19
3119,2957,19
3120,2956,18
3121,2955,18
3122,2953,18
3123,2951,18
3124,2949,18
3125,2947,19
3126,2945,19
3127,2944,19
3128,2942,20
3129,2941,20
3130,2939,20
3131,2939,20
3132,2938,20
3133,2938,20
3134,2938,20
3135,2939,19
3136,2940,19
3137,2941,18
3138,2942,18
3139,2943,18
3140,2945,17
3141,2946,17
3142,2948,18
3143,2949,18
3144,2951,18
3145,2953,19
3146,2954,19
3147,2956,20
3148,2957,20
3149,2959,20
3150,2960,20
3151,2961,20
3152,2961,19
3153,2962,19
3154,2963,19
3155,2963,18
3156,2964,18
3157,2964,18
3158,2965,18
3159,2966,18
3160,2968,18
3161,2969,17
3162,2971,17
3163,2974,16
3164,2976,16
3165,2979,15
3166,2982,15
3167,2984,15
3168,2987,15
3169,2990,15
3170,2992,15
3171,2994,15
3172,2996,15
3173,2998,15
3174,2999,15
3175,3000,15
3176,3001,15
3177,3003,15
3178,3004,15
3179,3005,15
3180,3006,15
3181,3007,15
3182,3008,15
3183,3009,15
3184,3010,15
3185,3011,15
3186,3011,15
3187,3011,15
3188,3011,15
3189,3011,15
3190,3010,15
3191,3009,15
3192,3007,15
3193,3006,15
3194,3004,15
3195,3002,15
3196,3001,15
3197,2999,15
3198,2998,15
3199,2997,15
3200,2996,15
3201,2995,15
3202,2996,15
3203,2997,15
3204,2998,15
3205,3000,14
3206,3003,14
3207,3005,14
3208,3008,14
3209,3011,15
3210,3014,15
3211,3017,15
3212,3020,15
3213,3022,15
3214,3024,14
3215,3026,15
3216,3028,15
3217,3030,15
3218,3031,15
3219,3032,15
3220,3032,15
3221,3033,15
3222,3033,15
3223,3033,15
3224,3034,15
3225,3034,15
3226,3034,15
3227,3035,15
3228,3036,15
3229,3037,15
3230,3038,15
3231,3039,15
3232,3040,14
3233,3042,14
3234,3043,14
3235,3044,14
3236,3044,14
3237,3045,14
3238,3046,15
3239,3046,15
3240,3047,15
3241,3047,15
3242,3048,15
3243,3048,15
3244,3049,15
3245,3050,16
3246,3051,16
3247,3052,15
3248,3053,15
3249,3055,15
3250,3057,15
3251,3059,15
3252,3062,15
3253,3064,15
3254,3066,15
3255,3068,15
3256,3070,15
3257,3071,15
3258,3072,15
3259,3074,15
3260,3074,15
3261,3075,15
3262,3076,15
3263,3077,15
3264,3078,15
3265,3079,15
3266,3080,15
3267,3081,15
3268,3082,15
3269,3084,15
3270,3086,15
3271,3088,15
3272,3091,15
3273,3093,16
3274,3095,16
3275,3097,16
3276,3098,16
3277,3099,15
3278,3100,15
3279,3100,15
3280,3099,15
3281,3098,15
3282,3097,16
3283,3095,16
3284,3092,16
3285,3089,15
3286,3086,15
3287,3083,15
3288,3079,16
3289,3076,16
3290,3074,16
3291,3071,16
3292,3069,16
3293,3068,16
3294,3066,16
3295,3065,16
3296,3063,16
3297,3062,16
3298,3060,16
3299,3059,16
3300,3057,16
3301,3056,16
3302,3054,16
3303,3052,16
3304,3051,16
3305,3049,17
3306,3048,17
3307,3047,18
3308,3046,18
3309,3045,19
3310,3044,19
3311,3044,19
3312,3044,19
3313,3044,19
3314,3044,19
3315,3045,18
3316,3046,18
3317,3047,18
3318,3048,17
3319,3049,17
3320,3051,18
3321,3052,18
3322,3054,18
3323,3056,19
3324,3058,19
3325,3060,19
3326,3062,19
3327,3064,19
3328,3066,19
3329,3068,19
3330,3070,18
3331,3073,18
3332,3075,17
3333,3077,17
3334,3079,17
3335,3081,17
3336,3083,17
3337,3085,17
3338,3087,17
3339,3089,18
3340,3090,18
3341,3092,18
3342,3093,18
3343,3094,17
3344,3096,17
3345,3097,17
3346,3098,16
3347,3099,16
3348,3100,16
3349,3101,16
3350,3102,17
3351,3103,17
3352,3104,17
3353,3105,18
3354,3107,18
3355,3108,18
3356,3110,18
3357,3112,18
3358,3114,18
3359,3116,18
3360,3118,17
3361,3121,17
3362,3123,17
3363,3126,17
3364,3128,17
3365,3131,17
3366,3133,17
3367,3136,18
3368,3139,18
3369,3141,19
3370,3143,19
3371,3146,19
3372,3148,19
3373,3150,19
3374,3152,19
3375,3154,19
3376,3155,18
3377,3157,18
3378,3159,17
3379,3160,17
3380,3162,16
3381,3164,16
3382,3165,16
3383,3167,16
3384,3168,16
3385,3169,16
3386,3171,17
3387,3172,17
3388,3174,17
3389,3176,17
3390,3177,17
3391,3179,17
3392,3181,17
3393,3182,17
3394,3184,16
3395,3186,16
3396,3188,15
3397,3190,15
3398,3192,15
3399,3193,15
3400,3195,15
3401,3197,15
3402,3199,15
3403,3201,16
3404,3202,16
3405,3204,16
3406,3205,17
3407,3207,17
3408,3208,17
3409,3210,17
3410,3211,17
3411,3212,17
3412,3213,17
3413,3214,17
3414,3214,17
3415,3215,16
3416,3215,17
3417,3215,17
3418,3215,17
3419,3214,17
3420,3214,18
3421,3213,18
3422,3212,18
3423,3210,18
3424,3209,17
3425,3207,17
3426,3204,16
3427,3202,16
3428,3200,16
3429,3197,16
3430,3195,16
3431,3193,16
3432,3191,16
3433,3189,16
3434,3188,15
3435,3187,15
3436,3187,15
3437,3187,15
3438,3188,15
3439,3189,15
3440,3191,15
3441,3194,15
3442,3197,14
3443,3200,14
3444,3203,14
3445,3207,14
3446,3211,13
3447,3215,13
3448,3219,13
3449,3223,12
3450,3227,12
3451,3231,12
3452,3236,12
3453,3240,12
3454,3244,12
3455,3249,12
3456,3253,12
3457,3257,12
3458,3261,11
3459,3263,11
3460,3264,11
3461,3264,11
3462,3264,11
3463,3263,11
3464,3264,11
3465,3266,11
3466,3268,11
3467,3271,11
3468,3275,11
3469,3279,11
3470,3281,11
3471,3282,11
3472,3282,11
3473,3279,11
3474,3275,11
3475,3270,11
3476,3267,11
3477,3266,11
3478,3267,11
3479,3271,11
3480,3276,11
3481,3282,11
3482,3287,11
3483,3291,11
3484,3294,11
3485,3296,11
3486,3297,11
3487,3299,11
3488,3301,11
3489,3303,11
3490,3305,11
3491,3307,11
3492,3309,11
3493,3311,11
3494,3314,11
3495,3316,11
3496,3318,11
3497,3321,11
3498,3322,11
3499,3323,11
3500,3322,11
3501,3321,11
3502,3319,11
3503,3317,11
3504,3314,11
3505,3311,11
3506,3310,11
3507,3310,11
3508,3311,11
3509,3314,11
3510,3316,11
3511,3318,11
3512,3320,11
3513,3321,11
3514,3322,11
3515,3322,11
3516,3323,11
3517,3324,11
3518,3325,11
3519,3325,11
3520,3325,11
3521,3324,11
3522,3323,11
3523,3321,11
3524,3318,11
3525,3316,11
3526,3314,11
3527,3313,11
3528,3313,11
3529,3313,11
3530,3312,11
3531,3312,11
3532,3312,11
3533,3311,11
3534,3310,11
3535,3309,11
3536,3308,11
3537,3308,11
3538,3309,11
3539,3309,11
3540,3308,11
3541,3307,11
3542,3305,11
3543,3302,11
3544,3301,11
3545,3301,11
3546,3303,11
3547,3305,11
3548,3308,11
3549,3310,11
3550,3311,11
3551,3312,11
3552,3313,11
3553,3312,11
3554,3311,11
3555,3311,11
3556,3311,11
3557,3312,11
3558,3314,11
3559,3317,11
3560,3320,11
3561,3323,11
3562,3326,11
3563,3329,11
3564,3333,11
3565,3336,11
3566,3339,11
3567,3342,11
3568,3344,11
3569,3347,11
3570,3350,11
3571,3354,11
3572,3357,11
3573,3361,11
3574,3364,11
3575,3367,11
3576,3370,11
3577,3372,11
3578,3373,11
3579,3374,11
3580,3375,11
3581,3376,11
3582,3377,11
3583,3377,11
3584,3378,11
3585,3379,11
3586,3380,11
3587,3380,11
3588,3381,11
3589,3381,11
3590,3381,11
3591,3382,11
3592,3384,11
3593,3386,11
3594,3389,11
3595,3391,11
3596,3393,11
3597,3393,11
3598,3392,11
3599,3390,11
3600,3388,11
3601,3385,11
3602,3382,11
3603,3380,11
3604,3378,11
3605,3377,11
3606,3376,11
3607,3376,11
3608,3375,11
3609,3374,11
3610,3373,11
3611,3373,11
3612,3373,11
3613,3373,11
3614,3374,11
3615,3375,11
3616,3377,11
3617,3378,11
3618,3379,12
3619,3380,12
3620,3381,12
3621,3381,12
3622,3381,12
3623,3381,12
3624,3382,12
3625,3382,12
